session_id,image1,image2
8,2404542,2339760
8,1159650,2377058
8,2374047,2404542
8,2384490,1711
8,2316138,2325612
8,2374842,2321657
8,395,2366993
8,2366993,2338995
8,2316138,2364076
8,2787,2333800
8,713371,2326310
8,2341259,2370845
8,2353541,2340751
8,2375204,2366550
8,2340390,2369171
8,2369171,2400837
8,2366640,2411806
8,2408800,2410580
8,2350120,2315718
8,2374047,2378397
8,2408800,2359604
8,713650,2349737
8,2360927,286078
8,1592433,2341705
8,2385092,2407142
8,1711,2369959
8,1592401,2366605
8,2412150,1711
8,2325612,2362134
8,2341434,2396961
8,2453,2388053
8,2378397,2366508
8,2354333,393
8,713694,2320658
8,2364340,2411806
8,2371230,2400837
8,2377058,285961
8,2359604,2411785
8,2384507,2362134
8,2315726,1159735
8,2407103,2343930
8,2369907,713427
8,2400441,2366605
8,2376065,2390627
8,2369907,2341259
8,1160066,2377656
8,2390165,2341434
8,1711,2369959
8,2412795,2347458
8,2377656,2371993
8,713371,2411806
8,2384490,2368102
8,2333648,2413085
8,2402616,2376005
8,2409225,2317249
8,2370835,350
8,2356281,2407103
8,2341268,498069
8,2349737,2402616
8,2404652,2375043
8,2384504,2371682
8,2326294,2363398
8,2369013,2377058
8,2366605,2341259
8,4333,1386
8,498233,2316138
8,2408800,2316138
8,2341705,2360927
8,2371993,2318061
8,713650,2374842
8,2412795,2371230
8,2364340,1159376
8,2369171,2384490
8,2368102,2352250
8,2373922,2319899
8,286058,2316138
8,2408547,4445
8,2409779,2409055
8,2400441,2412150
8,286078,2362334
8,0,-1
8,2405274,2362334
8,2378397,2347458
8,2409001,2390627
8,2388442,2409423
8,2407142,2361056
8,2341705,1386
8,2404542,2366605
8,1159376,2318042
8,2376065,2318042
8,2330120,2383872
8,2364340,2321657
8,1592433,2376065
8,2358947,2360892
8,2411602,2377058
8,2396077,2366508
8,2392171,2376005
8,2367851,2373390
8,2392171,2326310
8,1592433,2341705
8,285680,1159376
8,2357275,2366640
8,2375204,2409779
8,1592751,2407103
8,2363398,498069
8,2326294,2369013
8,0,-1
8,2362134,2347458
8,2366550,1159376
8,2374047,2396961
8,2363587,2362134
8,2346742,2353541
8,2832,498069
8,2384495,1159811
8,2396077,2340751
8,2412795,2390165
8,2402616,2408968
8,498006,2396077
8,2359604,2390516
8,2407406,1386
8,2320658,2361056
8,1592751,2389473
8,2360927,2364477
8,2363398,2389473
8,2319115,2361407
8,2326310,2396077
8,2366605,2326310
8,2343930,2352159
8,2405867,2325612
8,2390516,2369959
8,2404652,713432
8,2366993,1160208
8,2392833,2375043
8,107962,2364477
8,2368102,2369907
8,2318042,713694
8,2392171,2397064
8,2334681,2315726
8,2378397,2347458
8,2787,1592751
8,2375043,1592401
8,150493,2367851
8,2323842,2319115
8,2392171,2417502
8,2369013,2368102
8,1159376,2369013
8,4445,2384504
8,2359604,2346577
8,2361056,150515
8,2366640,897
8,1159376,2396077
8,2389473,1160066
8,2360927,2377058
8,2409423,2370835
8,2375204,2362334
8,2333800,2370835
8,2349737,2375204
8,2332851,2349335
8,2357275,2407406
8,498006,2326199
9,1160066,1160208
9,2326310,2330120
9,2355303,2356281
9,2369171,2369907
9,2385092,2385675
9,2409055,2409225
9,498006,498069
9,2364729,2407142
9,2374727,2366993
9,2369171,2412150
9,2315718,2384598
9,2362334,2366640
9,150515,2390516
9,2409001,1379
9,1386,2369013
9,2317249,2341705
9,2367829,2377058
9,713432,1711
9,2390165,713533
9,498006,2348432
9,2409225,2366550
9,2346742,350
9,2409055,713059
9,2384490,2336116
9,713059,2369013
9,2317249,2415709
9,2355303,2396276
9,1592433,2377058
9,2378397,2352159
9,150493,713533
9,2325612,2349335
9,2400441,2321657
9,1159959,2374842
9,2333800,1159524
9,2361407,1159811
9,1159735,713432
9,2375043,2375204
9,2417466,107962
9,2319899,1159959
9,2371682,1159650
9,2341705,2404542
9,2411602,2413085
9,2417466,350
9,1379,2407406
9,2404652,2362334
9,713059,2375820
9,1159735,2362334
9,2326294,2366125
9,2346577,2338995
9,2385675,2333800
9,2350120,2364477
9,2363587,2359604
9,2408968,1592762
9,2341705,2326294
9,2350120,2366550
9,2377058,713059
9,1159811,2364477
9,-1,0
9,2350120,2341268
9,2388442,2317249
9,2369959,713371
9,2405867,2408800
9,2385675,2317249
9,2349335,2377656
9,2320658,285961
9,2408800,2367851
9,2376668,1159376
9,-1,0
9,286058,2412795
9,2384598,2341268
9,2407103,2412795
9,2366605,2375820
9,1160066,2407406
9,2412039,285961
9,2366508,1159959
9,2392833,498002
9,2408547,2409423
9,498233,498002
9,2346742,2375820
9,2376065,2404652
9,2378397,2319899
9,2392833,2407103
9,713427,2409225
9,897,713650
9,2413085,2385092
9,2410580,1159650
9,2376065,2405867
9,2325092,2335471
9,2404652,2340390
9,2323842,2356281
9,2381846,2366993
9,2315726,2346742
9,2384495,2349737
9,2375043,2352159
9,2385092,2404652
9,2326310,2360803
9,2370845,2396077
9,2349948,1386
9,2346577,286078
9,2410580,2383872
9,2410580,2318042
9,2360927,2319899
9,2390165,2415709
9,2390516,2315718
9,2417466,2832
9,2338995,2396276
9,2375204,2369907
9,2326294,1160208
9,2318042,2408547
9,2357275,2385092
9,2366605,2384507
9,286078,2349948
9,2413085,285770
9,2412039,2355303
9,2377058,1159524
9,1593035,498006
9,2409423,2404542
9,713694,2407103
9,2410580,2375820
9,2390165,2350120
9,2330120,2409225
9,2369171,2375820
9,2787,2315726
9,2325612,2378397
9,2358947,1379
9,4333,2325092
9,2347458,2326199
9,2362334,2348432
9,2400441,1159811
9,150493,1711
9,4445,2411602
9,2404652,2363587
9,2326310,2411806
9,2316138,2341259
9,2340390,2383872
9,2396524,2409779
9,2396077,2405867
9,2353541,2413085
9,1592401,2376005
9,2374842,2376668
9,2407103,2359604
9,2334681,2370835
9,2344410,2323842
9,2369171,2396524
9,285961,2354333
9,498002,2396961
9,2409001,2360892
9,2352250,2396961
9,2402616,2318061
9,2330120,1160066
9,2361056,2385675
9,498069,2366605
9,2402616,2317249
9,2412150,286078
9,713650,2388442
9,2369959,2371993
9,2417502,2374842
9,2368102,2323842
9,2373922,2358947
9,2349335,2362334
9,285961,2343930
9,2409225,2362134
9,286078,2352159
9,2336116,2360803
9,2371230,4445
9,2369907,2385092
9,2374047,2344410
9,2373390,498006
9,2412795,498069
9,2417502,2384490
9,2347458,2326199
9,2368102,713371
9,2350120,2364477
9,897,2359604
9,713533,2383872
9,286058,2377656
9,2409001,1379
9,2340390,2366125
9,286058,2326294
9,2397064,2411602
9,285961,2364340
9,4445,285961
9,2341268,285680
9,2417502,2338995
9,2363587,2409423
9,2352250,2363398
9,4333,2412039
9,713533,2325092
9,2373922,2361056
9,2417465,2392833
9,2363398,2346577
9,2400837,2332851
9,2333648,2374842
9,2360803,2405274
9,2347458,498002
9,2390516,2368102
9,2397064,2355303
9,2367829,2410580
9,2366993,2402616
9,2390165,713650
9,2343930,2352250
9,2335471,2357275
9,1592762,2453
10,1160208,1379
10,2330120,2332851
10,2356281,2357275
10,2369907,2369959
10,2385675,2387855
10,2409225,2409423
10,498069,498233
10,2412150,2366605
10,2376668,2325092
10,2377656,2392171
10,2367829,2408968
10,2334681,1159376
10,2408547,2317249
10,2358947,2375820
10,2357275,286058
10,2366508,2364076
10,2381846,286058
10,2323842,2360927
10,2408968,2374047
10,393,2354333
10,2340751,2392171
10,285680,2371993
10,2353541,2364340
10,2349948,2404652
10,1160208,2378397
10,2369907,2371993
10,2411806,395
10,2366550,2413085
10,713650,2320658
10,2405274,2384490
10,2336116,2341434
10,2343930,1592762
10,2388053,2396961
10,2390165,350
10,2408547,2415709
10,1711,1593035
10,1592762,2363587
10,2376005,2369013
10,2412039,1160208
10,2360344,2348432
10,2384490,2409423
10,2360344,2369907
10,2367829,2360344
10,2318672,2385092
10,1159735,160
10,1379,2364729
10,2388442,2318042
10,2367829,2318672
10,2409001,2374842
10,2832,2409225
10,1159650,2369959
10,285961,2389473
10,2319115,2339760
10,2348432,393
10,2374842,2387855
10,2360927,2407142
10,2385675,2359604
10,2402616,2369907
10,2371993,2315718
10,2400441,2319115
10,285680,897
10,2333648,2364076
10,2360344,2397064
10,2366640,2315718
10,2367851,160
10,2409055,2384504
10,2346742,2361056
10,2362134,2332851
10,285961,2392833
10,1159959,2356281
10,2333800,2366640
10,-1,0
10,2369907,2315718
10,1160208,2319115
10,2318672,2330120
10,2319115,2343930
10,393,2390516
10,2384504,2453
10,2319115,2356281
10,2407142,713427
10,285961,160
10,2369171,713432
10,2349948,2397064
10,2375204,2404652
10,2320658,2372295
10,1386,2390165
10,393,2354333
10,2390165,2396961
10,2396276,2353541
10,2344410,2366640
10,1593035,1592751
10,2366605,2325612
10,2832,2330120
10,2366508,2362334
10,2366125,2326294
10,2407142,2361056
10,2360344,107962
10,2369013,2340390
10,2341705,2367507
10,2366550,2369907
10,2364076,2340751
10,-1,0
10,1159811,1593035
10,2349335,713533
10,2367829,2384490
10,2409779,1159524
10,2325092,1159959
10,2408968,2410580
10,2325612,2363587
10,2353541,2366550
10,2396524,2409001
10,2367851,2404542
10,285770,2410580
10,2366125,4333
10,2369171,107962
10,1159959,2410580
10,1160066,2417502
10,2367829,2376065
10,2384507,2417465
10,2375820,2346742
10,2353541,2364340
10,2411602,2376065
10,1711,2356281
10,2340751,2364729
10,2390627,395
10,2378397,2415709
10,150493,1379
10,2347458,4333
10,2334681,2390627
10,2325092,2374727
10,2405867,1051
10,1379,4445
10,2402616,2340751
10,2325092,2354333
10,498006,2396524
10,2417466,2373390
10,2361407,2384495
10,2363587,2340390
10,2355303,2364076
10,2366640,2362134
10,2390627,2384507
10,2832,2333800
10,2385092,2334681
10,2373390,2338995
10,1593035,2411785
10,2404542,286058
10,2369171,2400837
10,2340751,2341434
10,2411602,1379
10,2392833,1379
10,2360892,2390627
10,1593035,107962
10,1051,498233
10,2323842,2408547
10,2349737,2376065
10,2396276,2377656
10,2372295,2346742
10,2354333,2396524
10,2390165,2341434
10,2374047,2356281
10,1592751,150515
10,498069,2360344
10,1592751,2387855
10,2362134,2349737
10,2373390,160
10,2315718,2369171
10,2349335,2370835
10,2376005,2384495
10,713533,2326310
10,2352250,2333648
10,285770,2384504
10,2366640,2360927
10,2373922,2318308
10,2364729,2412039
10,2387855,1592401
10,713059,2405867
10,2348432,2333800
10,2407142,2338995
10,2405274,2315718
10,2343930,1160208
10,2318061,2360344
10,2325612,1159524
10,2361056,2411785
10,2400837,2409055
10,2323842,2360927
10,2409225,2363398
10,4333,2366125
10,286078,2364340
10,2400837,713650
10,2355303,2408547
10,2384504,2364477
10,2366125,2325612
10,2318308,2374047
10,2373922,1159524
10,713059,2453
10,2366993,2377058
10,2832,1051
10,2417465,2400441
10,713427,2375204
10,2396524,2384598
10,2352159,2333800
10,2320658,2367507
10,2374842,1592751
11,1379,1386
11,2332851,2333648
11,2357275,2358947
11,2369959,2370835
11,2387855,2388053
11,2409423,2409779
11,498233,498391
11,2374727,2385092
11,2364076,2348432
11,2392171,150493
11,1160066,2375204
11,2363398,2349335
11,2360344,713432
11,2341259,2346577
11,107962,2371682
11,2408547,2404652
11,2316138,2392833
11,2378397,2370845
11,1159376,2349335
11,2361407,2332851
11,2390516,2409001
11,2363587,350
11,2390627,2364729
11,2366508,2412039
11,2370845,2356281
11,2354333,2404542
11,713650,2348432
11,2384495,2412150
11,2392171,2412150
11,2373390,2366640
11,2357275,2402616
11,2372295,2411602
11,2388442,2396524
11,2341259,2346577
11,2412039,2389473
11,2367507,2360344
11,2360344,2367507
11,2344410,285680
11,2409779,2417466
11,2413085,2411806
11,713650,2336116
11,2359604,2408968
11,2400837,2409055
11,2396961,1159376
11,2364729,2354333
11,2325612,2346577
11,2392833,2388442
11,2367851,2376065
11,2362134,2319115
11,2371993,2396961
11,2348432,713371
11,1386,4333
11,2374727,2358947
11,2411806,2353541
11,2408968,2338995
11,2357275,2371993
11,1160066,713694
11,2384495,2332851
11,713432,2318042
11,2370845,2326310
11,285770,1159376
11,2362134,2315718
11,2374047,2385092
11,160,2318672
11,2344410,2384504
11,285680,2343930
11,2389473,2333648
11,2375204,2376005
11,2390516,2389473
11,2333800,2407406
11,2405867,1160066
11,2400441,2350120
11,2321657,2333648
11,2408800,2366550
11,2408547,2374047
11,2369171,2352250
11,2360803,150493
11,285961,2389473
11,2412795,2352159
11,2334681,2370845
11,2417502,2354333
11,2371993,2321657
11,0,-1
11,2318672,2390627
11,1159650,2384490
11,2336116,2341705
11,2412150,2364477
11,2344410,498391
11,2366508,2319115
11,2347458,2366508
11,2347458,2338995
11,2361056,2321657
11,2325612,1160208
11,2412150,2374047
11,2369013,286078
11,1592401,2417465
11,2340390,2332851
11,285961,2366605
11,2390165,2346577
11,1160208,2384507
11,1051,1159524
11,2315726,393
11,2392171,2349737
11,2341434,2408547
11,2376065,2412039
11,2354333,2385092
11,2364729,498006
11,2318672,2390627
11,4445,1386
11,2404542,2352159
11,2349737,2346742
11,2381846,713432
11,2320658,498002
11,2340751,2396524
11,2409001,2377058
11,2349737,2383872
11,2341268,1159959
11,286058,350
11,2318672,2384490
11,150493,2373922
11,713432,2360892
11,2376065,2409225
11,2367851,2384504
11,2375820,2376668
11,2417465,286078
11,286078,2358947
11,395,2370845
11,2355303,2371682
11,2334681,2366508
11,2361407,150515
11,2384495,2390627
11,2413085,286058
11,2373390,2373922
11,1592751,2375820
11,2410580,2376668
11,498002,2366508
11,2383872,2407142
11,2381846,2376668
11,2339760,1592762
11,2400837,1051
11,2369959,2383872
11,2338995,286058
11,2366605,1711
11,2371230,2349737
11,2364340,713371
11,2453,2417465
11,286058,2335471
11,2326199,2369907
11,2341434,2360892
11,2374842,2384495
11,2366640,2349335
11,713059,2383872
11,2400441,2315726
11,2360803,2385092
11,1593035,713432
11,285680,2378397
11,2372295,1592401
11,498391,2361407
11,2348432,2339760
11,285770,150515
11,2346577,2415709
11,4445,2325092
11,2341434,107962
11,1160208,107962
11,1592433,2388053
11,286078,2330120
11,2384495,498233
11,2392833,2390627
11,2353541,2396276
11,1159524,2318672
11,2383872,1159524
11,2366605,1379
11,498006,713533
11,2408968,2390516
11,2787,2348432
11,2405867,1159735
11,393,2384504
11,2405867,2318308
11,393,2408547
11,2404542,2390516
11,2348432,2319899
11,2333800,2388053
11,2413085,2321657
11,2333800,2381846
11,2411785,2400837
11,2318042,1159524
11,2325092,150515
11,2350120,2373390
11,2368102,2381846
11,2411806,2364340
11,2377656,713432
11,2340390,2332851
11,150515,713694
11,2344410,2356281
11,2349948,2369959
11,2407142,2367829
11,2388053,498391
11,2396077,2415709
11,2376668,2357275
11,2340751,2362134
11,0,-1
11,2350120,2412150
11,395,1160066
12,1386,150493
12,2333648,2333800
12,2358947,2359604
12,2370835,2370845
12,2388053,2388442
12,2409779,2410580
12,498391,713059
12,150493,2316138
12,1051,2412795
12,2366993,897
12,2316138,897
12,1592401,2359604
12,2367507,2390516
12,498006,2359604
12,2341259,2346742
12,2390627,713427
12,2362334,2402616
12,498233,713427
12,1711,498006
12,2360344,1159959
12,2360892,2330120
12,2373390,2335471
12,2409001,2366508
12,2375204,2346742
12,713371,2373922
12,286058,2375820
12,2318042,2413085
12,2390516,2377656
12,2318672,2369013
12,2340390,2352159
12,2321657,2369959
12,2381846,2367507
12,2366125,2396524
12,2384504,2360344
12,2453,713533
12,2375820,1593035
12,2375043,2352250
12,2407406,2384490
12,2326199,2375820
12,2341434,286078
12,2400441,2350120
12,2407142,2377058
12,2358947,1159811
12,2317249,2409779
12,2378397,2392171
12,2832,2417502
12,2344410,2347458
12,2347458,2415709
12,1160066,2363398
12,2405867,713432
12,2384598,2396524
12,2352159,498006
12,2369907,1592762
12,150515,2326294
12,2374047,2352250
12,2388442,2409225
12,2371682,2383872
12,1711,2352159
12,2411602,2359604
12,2368102,2409055
12,2381846,2361407
12,2340390,2349948
12,2315726,2377058
12,2333800,2343930
12,2384504,2375204
12,2361407,285770
12,2360892,2387855
12,2334681,2349948
12,1711,2388053
12,2373390,2335471
12,2317249,2341259
12,2326294,393
12,2326199,2390516
12,1592762,2387855
12,2396961,713650
12,2407406,2404652
12,2360892,2367851
12,2397064,713427
12,1159735,2360803
12,2364729,2332851
12,2371230,2370835
12,2407406,2409779
12,713371,2333800
12,2368102,2340751
12,2362334,713427
12,1592762,2339760
12,2373922,498002
12,2400837,2384507
12,2318061,2375204
12,2408547,2369171
12,2366640,2369959
12,1592433,2325092
12,2352159,2388053
12,2412795,2371993
12,2396961,2368102
12,2369907,1592762
12,2323842,498006
12,2367829,2400837
12,2319115,2360803
12,2409055,2338995
12,0,-1
12,2366550,713432
12,2357275,393
12,2375820,2340751
12,2318672,2348432
12,2336116,2411806
12,2359604,2408547
12,2341268,2405274
12,2400441,2369907
12,2396077,286078
12,2364076,2318061
12,2453,2350120
12,2407406,2362334
12,2404652,1159735
12,2370835,2397064
12,2385092,2404652
12,1386,2347458
12,2326294,2409423
12,2405867,2388053
12,2354333,713432
12,1159376,713059
12,2347458,2360892
12,2384507,2367829
12,2404652,2339760
12,286058,2371993
12,2389473,2381846
12,2349948,498391
12,2367829,2366508
12,393,2364340
12,285961,2370845
12,1592401,2407406
12,2388442,2325612
12,285680,2388053
12,1160066,2346742
12,2366640,2369013
12,713650,2409055
12,2352159,2341259
12,2352250,2363398
12,2411602,2409225
12,2369013,2336116
12,-1,0
12,1592401,2366993
12,2376065,2390627
12,2349335,1711
12,498233,2375820
12,2367507,2404652
12,2349948,2371682
12,2363587,2376668
12,1159735,1711
12,2326294,2341268
12,2371682,2349737
12,2366993,2400837
12,2341434,350
12,2388442,498391
12,2409225,2384598
12,2330120,2360803
12,2375204,1592751
12,2402616,2390627
12,2360927,2405274
12,2360344,2318042
12,2374727,2370845
12,2417465,713432
12,2354333,2360803
12,2341705,713371
12,2404652,286058
12,2412150,2417465
12,2341705,2343930
12,897,2392833
12,2352159,498006
12,2355303,2367507
12,2334681,2392171
12,2390165,2384507
12,713432,2361407
12,2396961,2400441
12,2366550,1160208
12,2402616,2407103
12,2315726,1592762
12,2340751,150493
12,2366550,2361056
12,2360927,2330120
12,1159811,2341434
12,1159811,2334681
12,2388053,2412795
12,2384598,286078
12,2384490,2787
12,1159735,2408968
12,2413085,2336116
12,1711,2402616
12,2410580,2390627
12,2366993,2369907
12,2396524,2407142
12,2396961,2361407
12,1159524,2409055
12,2390627,2367507
12,2343930,2374047
12,713059,2408547
12,2366550,2408968
12,2333800,150515
12,2408547,2377656
12,2408800,2384504
12,2366605,2353541
12,2411806,498002
12,2370845,2412039
13,150493,150515
13,2333800,2334681
13,2359604,2360344
13,2370845,2371230
13,2388442,2389473
13,2410580,2411602
13,713059,713371
13,1592401,2334681
13,2364340,2396961
13,2383872,2396077
13,2363398,2408968
13,2384598,1711
13,2412795,2408547
13,2374727,2397064
13,395,2334681
13,2404652,2374842
13,2339760,2396077
13,2389473,2385675
13,2360803,2332851
13,2326294,2413085
13,4445,2334681
13,1159524,2396276
13,2319899,286058
13,2366125,160
13,1159959,2417502
13,2347458,2326199
13,2412795,2390516
13,2316138,2364340
13,2348432,2352159
13,1159524,713650
13,2392833,160
13,2373922,350
13,1386,2373922
13,-1,0
13,2407142,2360344
13,2344410,2384507
13,2318672,2412150
13,2374727,2412150
13,2410580,150515
13,2360927,2408800
13,1711,2366550
13,1159811,2392171
13,2366125,2358947
13,2417465,2390516
13,2336116,2402616
13,1592433,2366640
13,498002,2333800
13,2388442,2409001
13,498006,2356281
13,1159959,2409055
13,1159650,1159959
13,2320658,2408968
13,2372295,2366640
13,2334681,2349335
13,2411602,2363398
13,2321657,1159735
13,713427,285680
13,2371993,2321657
13,2410580,2412039
13,1379,2377058
13,2364729,350
13,2410580,2384490
13,2341434,2375820
13,2409423,2361056
13,2376065,2366993
13,2363587,2409055
13,2366508,2411602
13,2343930,1160066
13,1593035,2333800
13,2411806,2396276
13,2360803,2372295
13,2392833,2346742
13,1159959,2389473
13,1159959,2375204
13,2411602,713650
13,2787,2396961
13,350,2376005
13,2339760,2358947
13,2384495,2354333
13,2348432,2334681
13,2409779,2347458
13,393,2318308
13,2356281,1159376
13,2346577,1160208
13,2360803,2372295
13,2341268,2362134
13,2409055,2352159
13,2318061,2315718
13,150493,2323842
13,713694,2362334
13,2396524,2409423
13,2405274,1159376
13,160,1160208
13,2374047,2318042
13,2397064,2404652
13,2371230,2318672
13,2409225,2374842
13,2367829,2359604
13,2363587,2319899
13,2360892,2411785
13,2396276,2364076
13,2374727,2318061
13,498233,2357275
13,2369959,150493
13,2411785,2359604
13,2360892,2372295
13,2334681,498391
13,2326310,2319899
13,2405867,285770
13,2367507,2353541
13,2319115,2340751
13,2341259,286078
13,713694,2453
13,2315718,2371230
13,2352250,2321657
13,2384507,2332851
13,2373390,2412150
13,1386,2335471
13,285680,2333800
13,2352250,2315726
13,2366605,2397064
13,2408547,2326294
13,2385092,2372295
13,2370845,1592401
13,2408800,2407103
13,2411806,2417502
13,2377656,1159524
13,2415709,2319115
13,2339760,2389473
13,2412150,1592433
13,2340390,2362134
13,1159959,2409055
13,2415709,2339760
13,2405274,2378397
13,350,1159959
13,1592762,2412039
13,2350120,1159735
13,-1,0
13,2347458,4445
13,2352159,2349335
13,2390627,2333648
13,2316138,2369959
13,2371682,2413085
13,2317249,4445
13,1379,2323842
13,2409779,2376005
13,2400837,2335471
13,160,2366640
13,713432,2400837
13,2375043,2336116
13,395,2349737
13,2384504,2356281
13,2369171,2335471
13,2335471,2361407
13,1159959,2335471
13,2787,897
13,2319115,713694
13,2315718,2371230
13,2384495,2417502
13,2366508,1711
13,2787,2404542
13,1159735,2320658
13,2369959,2333800
13,2369959,2362134
13,2384598,2364340
13,2383872,2362334
13,2338995,2410580
13,2361056,2405867
13,285770,4445
13,2384490,713533
13,2340390,2402616
13,2417466,285680
13,2381846,2384507
13,2352250,2360892
13,2387855,2417502
13,160,2364729
13,1592401,2332851
13,2409225,2417465
13,713059,2346577
13,1159650,713371
13,2336116,2404542
13,2411602,2400837
13,1159650,1159376
13,2340390,2384495
13,2405867,2369907
13,2369171,2405867
13,2364340,2376668
13,1592433,1593035
13,2356281,2388442
13,2405867,2376005
13,2389473,2364076
13,286058,2366125
13,2332851,2343930
13,2383872,2396961
13,2407142,2340751
13,2397064,1592751
13,2408547,2369959
13,1159650,2318061
13,2376065,2373922
13,2384490,2334681
13,2390627,2350120
13,713427,2409423
13,2396276,1159735
14,150515,1592401
14,2334681,2335471
14,2360344,2360803
14,2371230,2371682
14,2389473,2390165
14,2411602,2411785
14,713371,713427
14,1051,2366550
14,2412795,2323842
14,2417465,2404652
14,2383872,2410580
14,2411785,2352250
14,2367507,285680
14,2412150,2359604
14,2397064,2343930
14,2321657,498002
14,2339760,2381846
14,2349737,1711
14,2364729,2373390
14,2832,2339760
14,150515,498391
14,2364729,2357275
14,2334681,2832
14,2325612,2363398
14,713533,2316138
14,2412150,498002
14,150515,498391
14,2364076,2366125
14,393,498002
14,713059,2392833
14,2352159,1159650
14,2384490,2326294
14,2411785,2330120
14,1160066,2411785
14,2371682,2376668
14,2364076,2333648
14,2348432,2366125
14,2333648,107962
14,1159811,1592762
14,2392171,2396524
14,1159650,2348432
14,2376668,2316138
14,286078,2330120
14,2335471,2359604
14,713059,2409779
14,2409225,2404652
14,2318061,2325092
14,2336116,2396961
14,2323842,2375204
14,2409225,2341434
14,107962,286078
14,-1,0
14,2366993,2335471
14,2318308,2364477
14,2408800,713533
14,2409225,713371
14,2369959,2392833
14,2376005,286058
14,2389473,2404652
14,2364076,2409423
14,2407406,2364340
14,2384504,2415709
14,2317249,498069
14,2370835,2318061
14,2317249,285770
14,2388053,2320658
14,393,2330120
14,2360927,2377058
14,2326199,2404542
14,1159650,2413085
14,2411806,2361407
14,2381846,2357275
14,713427,2369959
14,2404542,2405867
14,713694,2396276
14,2417502,2417466
14,2367851,2366550
14,2369013,2384495
14,4445,2787
14,2369907,713650
14,2410580,4333
14,2405867,1711
14,2325092,498002
14,2318061,2378397
14,2787,1160208
14,1159650,2362134
14,2388442,2332851
14,2369959,2400441
14,2360892,2354333
14,2355303,2326199
14,2373390,2400441
14,2346742,2340751
14,498002,2330120
14,713371,1159735
14,2409001,2384504
14,2384490,4333
14,286058,1593035
14,2378397,2366605
14,2375043,285961
14,2343930,2369907
14,2411785,2369907
14,2400837,2374047
14,2413085,2412039
14,2332851,2409055
14,2374047,2409001
14,2366508,2409423
14,2366508,1592401
14,2346742,2332851
14,498233,2368102
14,2321657,285770
14,2373922,2409779
14,2374842,2341259
14,2413085,2787
14,2349737,2383872
14,2408968,2407103
14,2369171,150515
14,2363587,2390516
14,2326199,2366125
14,2359604,2348432
14,2363587,2353541
14,2356281,2367829
14,2370845,2369171
14,2377656,107962
14,2367851,2375204
14,2371993,2376065
14,2316138,2370835
14,713059,2376005
14,2404652,2404542
14,2360344,2360803
14,2409001,1159811
14,2370845,2330120
14,286078,2341268
14,2364340,2385092
14,2321657,2404542
14,2396524,395
14,1592751,1160066
14,2390165,2346577
14,2409779,2360344
14,2349737,2377058
14,0,-1
14,2408968,395
14,2364076,2325612
14,2349948,713059
14,2369171,713533
14,2370835,2317249
14,395,2346742
14,2319115,1160208
14,2370845,285961
14,2409779,1159735
14,1159650,2367829
14,2384490,2326294
14,2366605,2404652
14,2404542,107962
14,2408800,2318061
14,2334681,2405274
14,2317249,2341705
14,2408968,713533
14,2315726,2317249
14,2390516,2346742
14,2364477,160
14,2376065,2338995
14,2390516,2361407
14,2363587,2374047
14,2315718,2341705
14,897,2352159
14,498391,2362334
14,1592751,2413085
14,2366640,2332851
14,2355303,2330120
14,286058,2356281
14,498069,2369171
14,2412795,2413085
14,498233,2408547
14,2333648,2412150
14,2404652,285961
14,2375043,2410580
14,2411785,2396524
14,2357275,2378397
14,1159735,2375043
14,2319899,2409055
14,2371993,2376065
14,2369959,2343930
14,2371993,2408968
14,2373390,285770
14,2326310,2377656
14,2367851,1051
14,2417466,2346577
14,2404652,2366605
14,2319115,2352159
14,2366605,2366508
14,2412150,2417502
14,2384495,2326199
14,2319899,2381846
14,2360927,2374047
14,2375043,2389473
14,2413085,2360892
14,2407103,2326310
14,2384504,2359604
14,2372295,2369013
14,2412150,2359604
14,2341434,713432
14,2376668,2369959
14,2407406,2315726
15,1592401,1592433
15,2335471,2336116
15,2360803,2360892
15,2371682,2371993
15,2390165,2390516
15,2411785,2411806
15,713427,713432
15,2402616,2385092
15,150493,2385092
15,2360803,2388053
15,2319115,2409225
15,2349737,2361056
15,2366508,1051
15,2377058,2318672
15,2392171,2387855
15,2366605,2318042
15,2364729,2412039
15,2369013,498006
15,2320658,498069
15,2405274,897
15,-1,0
15,2332851,2408547
15,2417502,2348432
15,2408800,1159959
15,2370845,2364729
15,2326294,2373922
15,2366508,2405274
15,2371230,395
15,2787,2377058
15,1592401,2409225
15,2361407,2376668
15,2397064,2408800
15,2317249,2315718
15,2326199,2353541
15,2396524,2374047
15,2374727,1592762
15,2346577,2357275
15,2350120,2321657
15,2832,713650
15,2349737,2361056
15,2368102,713694
15,2344410,2405274
15,498391,1159376
15,2343930,2417466
15,2359604,2374842
15,713650,2338995
15,2385675,2407103
15,2411785,2367851
15,713371,2377656
15,2384495,1711
15,2373922,285770
15,2405867,897
15,2366125,2371682
15,285961,498006
15,2326294,2390627
15,2352159,1159376
15,2404542,2453
15,2385675,2358947
15,2397064,713427
15,2364477,2374842
15,150493,2366640
15,285770,2317249
15,2352159,2341268
15,393,2392171
15,498002,2346577
15,350,2320658
15,2415709,713059
15,498069,2330120
15,2396524,2341268
15,2412150,2321657
15,2400441,2361407
15,2360803,2412795
15,2411785,2323842
15,1159650,2417465
15,2340751,150515
15,2390165,2387855
15,2366508,1159735
